/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_291.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_291.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_291.jpg, 0, 0, 0, 7.81943E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_384.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_384.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_384.jpg, 0, 0, 0, 7.776973E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_485.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_485.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_485.jpg, 0, 0, 0, 8.084031E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_589.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_589.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_589.jpg, 0, 0, 0, 7.825944E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_696.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_696.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_696.jpg, 0, 0, 0, 7.944569E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_821.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_821.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_821.jpg, 0, 0, 0, 8.291782E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_23_926.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_23_926.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_23_926.jpg, 0, 0, 0, 7.797107E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_042.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_042.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_042.jpg, 0, 0, 0, 7.796649E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_158.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_158.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_158.jpg, 0, 0, 0, 7.8429E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_264.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_264.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_264.jpg, 0, 0, 0, 7.805085E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_384.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_384.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_384.jpg, 0, 0, 0, 7.835198E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_491.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_491.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_491.jpg, 0, 0, 0, 7.810973E-05
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_606.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_606.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_606.jpg, 0, 0.3456273, 0, 0.3283153
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_734.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_734.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_734.jpg, -0.3514767, 0.697104, 0, 1.068381
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_847.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_847.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_847.jpg, -0.6002755, 1, 0, 2.350088
/home/rojan/Desktop/Data/IMG/center_2019_04_19_19_12_24_938.jpg, /home/rojan/Desktop/Data/IMG/left_2019_04_19_19_12_24_938.jpg, /home/rojan/Desktop/Data/IMG/right_2019_04_19_19_12_24_938.jpg, -0.2981844, 1, 0, 3.535863
